account_id,customer_age,days_dormant,account_status,account_label
ACC_N3418,61,13,Active,Normal
ACC_A0012,43,598,active,Legitimate_Awakening
ACC_N3128,51,1,ACTIVE,Normal
ACC_A0090,61,607, aCtive ,Legitimate_Awakening
ACC_A0346,60,487,Active,Legitimate_Awakening
ACC_N2164,63,4,Active,Normal
ACC_N1676,47,16,active,Normal
ACC_N3250,34,28, aCtive ,Normal
ACC_A0393,32,232, aCtive ,Legitimate_Awakening
ACC_N3469,51,27, aCtive ,Normal
ACC_N2757,34,20,active,Normal
ACC_N0167,35,23,ACTIVE,Normal
ACC_N3212,29,0,Active,Normal
ACC_A0306,22,589,active,Legitimate_Awakening
ACC_N1399,20,0,INACTIVE,Normal
ACC_N2891,29,20,Active,Normal
ACC_N2914,34,10,Active,Normal
ACC_A0058,30,636, aCtive ,Legitimate_Awakening
ACC_N2469,36,25, aCtive ,Normal
ACC_N3357,59,12,Active,Normal
ACC_N0858,40,2,Active,Normal
ACC_N2586,59,16,ACTIVE,Normal
ACC_A0106,31,412,ACTIVE,Legitimate_Awakening
ACC_N1815,46,4,active,Normal
ACC_N2625,37,7,Active,Normal
ACC_N2705,24,27,ACTIVE,Normal
ACC_N0781,58,27,Active,Normal
ACC_A0162,27,215, aCtive ,Legitimate_Awakening
ACC_N0578,30,25,inactive,Normal
ACC_N3234,23,15,ACTIVE,Normal
ACC_A0189,62,303, aCtive ,Legitimate_Awakening
ACC_N2689,35,19, aCtive ,Normal
ACC_N1993,53,15, aCtive ,Normal
ACC_N2077,37,27,active,Normal
ACC_N0734,54,26, aCtive ,Normal
ACC_N2953,21,18,active,Normal
ACC_N0615,45,8,Active,Normal
ACC_N0599,45,29,Active,Normal
ACC_A0341,40,260,ACTIVE,Legitimate_Awakening
ACC_N2607,48,27,ACTIVE,Normal
ACC_N0792,60,5,active,Normal
ACC_N1571,39,29,inactive,Normal
ACC_N0236,64,18,Active,Normal
ACC_N1183,24,24,ACTIVE,Normal
ACC_N2294,19,21,ACTIVE,Normal
ACC_N3230,46,6,ACTIVE,Normal
ACC_N2042,61,17,Active,Normal
ACC_N0217,33,11,ACTIVE,Normal
ACC_N0676,18,11,Active,Normal
ACC_N1105,28,10, aCtive ,Normal
ACC_N2822,46,24,INACTIVE,Normal
ACC_N1243,50,0, aCtive ,Normal
ACC_N0008,53,0,active,Normal
ACC_N2730,50,11,Active,Normal
ACC_N1035,53,23,ACTIVE,Normal
ACC_N2889,64,20,active,Normal
ACC_N2370,32,8,active,Normal
ACC_N2413,25,22, aCtive ,Normal
ACC_A0044,25,400,Active,Legitimate_Awakening
ACC_N0278,28,20,ACTIVE,Normal
ACC_N0136,56,29,active,Normal
ACC_N2455,30,3,ACTIVE,Normal
ACC_N0066,27,5, aCtive ,Normal
ACC_N0057,25,13,Active,Normal
ACC_N0612,35,7,ACTIVE,Normal
ACC_N0746,42,21,ACTIVE,Normal
ACC_N0197,42,16,active,Normal
ACC_N1153,38,19,ACTIVE,Normal
ACC_N0406,58,16,Active,Normal
ACC_A0378,40,648,Active,Legitimate_Awakening
ACC_N0302,60,21,ACTIVE,Normal
ACC_N1324,41,4,active,Normal
ACC_N1621,61,18,active,Normal
ACC_N2319,61,26, aCtive ,Normal
ACC_N2853,31,2,Active,Normal
ACC_N2279,62,17, aCtive ,Normal
ACC_N1116,150,29,active,Normal
ACC_N2459,34,6, aCtive ,Normal
ACC_N0072,33,26,active,Normal
ACC_N2241,58,29, aCtive ,Normal
ACC_N1063,59,20, aCtive ,Normal
ACC_N2195,26,24,Active,Normal
ACC_N0738,45,17,Active,Normal
ACC_A0231,27,356, aCtive ,Legitimate_Awakening
ACC_N1563,61,1,active,Normal
ACC_N1383,28,13,active,Normal
ACC_N0473,55,0,Active,Normal
ACC_N0325,34,9,Active,Normal
ACC_N0573,59,13,ACTIVE,Normal
ACC_A0304,37,403,Active,Legitimate_Awakening
ACC_N1083,20,3,active,Normal
ACC_N2829,20,2,Active,Normal
ACC_A0112,56,407,ACTIVE,Legitimate_Awakening
ACC_A0138,41,482, aCtive ,Legitimate_Awakening
ACC_N2132,55,4, aCtive ,Normal
ACC_N0170,33,10,active,Normal
ACC_N2087,62,9,Inactive,Normal
ACC_N2440,57,8, aCtive ,Normal
ACC_A0107,60,522, aCtive ,Legitimate_Awakening
ACC_N3409,58,11,Active,Normal
ACC_M001,62,964, aCtive ,Dormant_Mule
ACC_N0449,18,25,INACTIVE,Normal
ACC_N1432,42,23, aCtive ,Normal
ACC_N2614,28,3,active,Normal
ACC_N3205,61,2,active,Normal
ACC_N1322,40,7,Active,Normal
ACC_N2723,53,6,ACTIVE,Normal
ACC_N0564,23,3,active,Normal
ACC_M003,37,829, aCtive ,Dormant_Mule
ACC_N1309,23,10, aCtive ,Normal
ACC_A0180,26,466,active,Legitimate_Awakening
ACC_N1866,48,10, aCtive ,Normal
ACC_N1255,51,15,Active,Normal
ACC_N2300,29,16,INACTIVE,Normal
ACC_N0614,30,11,Active,Normal
ACC_N0073,32,12,active,Normal
ACC_N3164,23,20,active,Normal
ACC_N0382,50,14,active,Normal
ACC_N2127,59,5,Active,Normal
ACC_N2048,57,5, aCtive ,Normal
ACC_A0247,38,647,Active,Legitimate_Awakening
ACC_N0685,22,12, aCtive ,Normal
ACC_A0039,47,669, aCtive ,Legitimate_Awakening
ACC_N1217,60,5,Active,Normal
ACC_N0077,44,23,ACTIVE,Normal
ACC_N0198,57,14,active,Normal
ACC_N1681,64,24, aCtive ,Normal
ACC_N1403,56,28, aCtive ,Normal
ACC_N3431,18,14,Active,Normal
ACC_N0110,32,9,ACTIVE,Normal
ACC_N1059,31,11,active,Normal
ACC_N0922,46,9,ACTIVE,Normal
ACC_N0861,28,26,active,Normal
ACC_N3002,37,15, aCtive ,Normal
ACC_A0317,31,639, aCtive ,Legitimate_Awakening
ACC_N0486,62,26,Active,Normal
ACC_N2706,50,23,Inactive,Normal
ACC_N0575,30,12,ACTIVE,Normal
ACC_N2217,35,26,ACTIVE,Normal
ACC_N0563,24,12,active,Normal
ACC_N3286,51,23,Active,Normal
ACC_N0840,54,8, aCtive ,Normal
ACC_N2156,38,13,Inactive,Normal
ACC_N0737,64,21,ACTIVE,Normal
ACC_N1080,30,9,Active,Normal
ACC_N2701,49,13, aCtive ,Normal
ACC_N3065,40,6,Active,Normal
ACC_N2184,21,20,ACTIVE,Normal
ACC_N1048,150,1, aCtive ,Normal
ACC_N0605,58,21,active,Normal
ACC_N1996,40,4,active,Normal
ACC_N0201,36,17, aCtive ,Normal
ACC_N0100,50,19,INACTIVE,Normal
ACC_N1276,25,10, aCtive ,Normal
ACC_N0181,45,20,ACTIVE,Normal
ACC_A0259,29,632, aCtive ,Legitimate_Awakening
ACC_A0181,25,216,ACTIVE,Legitimate_Awakening
ACC_N2646,31,3,INACTIVE,Normal
ACC_N1580,37,28,ACTIVE,Normal
ACC_N1119,53,29,ACTIVE,Normal
ACC_N0270,45,5,Active,Normal
ACC_M036,21,746,active,Dormant_Mule
ACC_N3343,36,13, aCtive ,Normal
ACC_N1223,26,0,active,Normal
ACC_N0342,59,10,active,Normal
ACC_N2187,18,20,Active,Normal
ACC_N2959,41,5,active,Normal
ACC_N3328,21,5,inactive,Normal
ACC_N0161,42,20,active,Normal
ACC_N3167,22,21, aCtive ,Normal
ACC_N1185,38,11,ACTIVE,Normal
ACC_N1714,22,28, aCtive ,Normal
ACC_N2640,45,5, aCtive ,Normal
ACC_N0028,25,2,active,Normal
ACC_N2192,150,21,active,Normal
ACC_N1392,22,1, aCtive ,Normal
ACC_N1225,47,26, aCtive ,Normal
ACC_N1075,53,24,active,Normal
ACC_N2151,23,9,ACTIVE,Normal
ACC_N2963,24,4,ACTIVE,Normal
ACC_N1820,26,22, aCtive ,Normal
ACC_N0809,18,19,ACTIVE,Normal
ACC_N1873,36,0, aCtive ,Normal
ACC_N0771,53,22,Inactive,Normal
ACC_N3350,45,11,active,Normal
ACC_A0004,48,430, aCtive ,Legitimate_Awakening
ACC_N0244,19,29, aCtive ,Normal
ACC_A0077,62,233, aCtive ,Legitimate_Awakening
ACC_N3113,36,5,inactive,Normal
ACC_N0587,150,28,ACTIVE,Normal
ACC_N1632,62,29, aCtive ,Normal
ACC_N1537,64,27,Active,Normal
ACC_N2020,22,1,ACTIVE,Normal
ACC_N0719,47,21,active,Normal
ACC_N0679,56,28,Active,Normal
ACC_N2842,37,28, aCtive ,Normal
ACC_N1229,34,19,Inactive,Normal
ACC_N0868,38,22, aCtive ,Normal
ACC_N2072,44,5,Active,Normal
ACC_N2446,25,2,ACTIVE,Normal
ACC_N0811,18,23, aCtive ,Normal
ACC_N1643,50,5,ACTIVE,Normal
ACC_N1177,34,9,Inactive,Normal
ACC_N1776,19,11, aCtive ,Normal
ACC_N0954,32,22,active,Normal
ACC_N0661,48,20,active,Normal
ACC_N1122,46,23, aCtive ,Normal
ACC_A0198,60,667,Active,Legitimate_Awakening
ACC_N3391,40,24,active,Normal
ACC_N1611,45,2, aCtive ,Normal
ACC_N3363,44,7,active,Normal
ACC_N1757,18,12, aCtive ,Normal
ACC_N0749,47,24,Active,Normal
ACC_N2381,31,5,Active,Normal
ACC_N1140,31,20,ACTIVE,Normal
ACC_N2462,61,11,active,Normal
ACC_N1231,58,26,Inactive,Normal
ACC_N3183,22,10,Active,Normal
ACC_A0114,56,189, aCtive ,Legitimate_Awakening
ACC_N3143,26,19,Active,Normal
ACC_N2463,46,27,Active,Normal
ACC_M025,52,835, aCtive ,Dormant_Mule
ACC_N1974,46,14,ACTIVE,Normal
ACC_N1731,52,28,active,Normal
ACC_N1577,53,10,Active,Normal
ACC_A0036,56,583,Active,Legitimate_Awakening
ACC_N0234,39,23,active,Normal
ACC_N1453,31,3,Active,Normal
ACC_N2290,44,12,INACTIVE,Normal
ACC_N0340,35,1,active,Normal
ACC_N1385,44,17,active,Normal
ACC_N0551,26,14, aCtive ,Normal
ACC_N1853,20,24,ACTIVE,Normal
ACC_N3206,40,19,Inactive,Normal
ACC_N2687,34,2, aCtive ,Normal
ACC_N0581,58,8,ACTIVE,Normal
ACC_N2206,21,8,ACTIVE,Normal
ACC_N1605,59,17,Inactive,Normal
ACC_N2193,48,19,Inactive,Normal
ACC_A0245,29,687, aCtive ,Legitimate_Awakening
ACC_N2028,54,16,ACTIVE,Normal
ACC_N0360,21,11, aCtive ,Normal
ACC_N1675,19,25,ACTIVE,Normal
ACC_N0238,50,13,ACTIVE,Normal
ACC_N1144,55,7, aCtive ,Normal
ACC_N0530,21,16,active,Normal
ACC_N2375,36,29, aCtive ,Normal
ACC_N2546,45,12,active,Normal
ACC_A0129,27,304,Active,Legitimate_Awakening
ACC_N0541,37,0, aCtive ,Normal
ACC_N2328,37,11,active,Normal
ACC_N2848,56,28,ACTIVE,Normal
ACC_N2819,24,22,Inactive,Normal
ACC_N0747,28,24, aCtive ,Normal
ACC_N0193,64,29,active,Normal
ACC_N2604,23,6,active,Normal
ACC_N0150,26,20, aCtive ,Normal
ACC_N0505,29,0,inactive,Normal
ACC_N1077,36,25,active,Normal
ACC_N1965,43,15, aCtive ,Normal
ACC_N1376,49,5,active,Normal
ACC_N0144,47,28,ACTIVE,Normal
ACC_A0027,42,396, aCtive ,Legitimate_Awakening
ACC_N0390,19,9, aCtive ,Normal
ACC_N3257,44,11,Inactive,Normal
ACC_A0371,60,468,ACTIVE,Legitimate_Awakening
ACC_N3399,60,18, aCtive ,Normal
ACC_N0328,51,13,active,Normal
ACC_N2846,40,29,active,Normal
ACC_N2345,41,23,active,Normal
ACC_N2969,33,21,Inactive,Normal
ACC_N1126,32,18, aCtive ,Normal
ACC_N0166,61,2,active,Normal
ACC_N2107,56,8,Active,Normal
ACC_N0045,32,19,Active,Normal
ACC_N2628,24,25, aCtive ,Normal
ACC_N2641,27,24,active,Normal
ACC_N0165,55,20,ACTIVE,Normal
ACC_A0097,38,264,active,Legitimate_Awakening
ACC_N3066,18,14,ACTIVE,Normal
ACC_N2827,52,24,ACTIVE,Normal
ACC_N1889,27,28,active,Normal
ACC_A0373,55,373,ACTIVE,Legitimate_Awakening
ACC_N1720,40,24,Active,Normal
ACC_N1459,41,24,Active,Normal
ACC_N0216,44,12,active,Normal
ACC_N0662,150,8, aCtive ,Normal
ACC_N2007,36,0,Active,Normal
ACC_N0043,25,6,active,Normal
ACC_A0006,43,642,ACTIVE,Legitimate_Awakening
ACC_N0154,62,19,Active,Normal
ACC_N2197,54,21,active,Normal
ACC_N1246,36,14,active,Normal
ACC_N2535,60,17, aCtive ,Normal
ACC_A0237,53,625,ACTIVE,Legitimate_Awakening
ACC_N0259,54,14,ACTIVE,Normal
ACC_N2784,19,9,ACTIVE,Normal
ACC_N1422,48,5,active,Normal
ACC_N2403,32,0,active,Normal
ACC_N0960,47,29,ACTIVE,Normal
ACC_A0038,18,321,active,Legitimate_Awakening
ACC_N1685,27,26, aCtive ,Normal
ACC_N0930,59,14,active,Normal
ACC_A0146,39,421,active,Legitimate_Awakening
ACC_N0208,43,6,Active,Normal
ACC_N0523,40,15, aCtive ,Normal
ACC_N0352,20,29,Active,Normal
ACC_N3372,25,23,ACTIVE,Normal
ACC_N0343,44,11,ACTIVE,Normal
ACC_N1572,42,9, aCtive ,Normal
ACC_N0939,32,10,active,Normal
ACC_N1520,23,26,Active,Normal
ACC_N1232,43,7, aCtive ,Normal
ACC_N3401,54,15,Active,Normal
ACC_N2225,33,14,active,Normal
ACC_N2871,25,2,Active,Normal
ACC_N1561,58,4, aCtive ,Normal
ACC_N1545,33,17,active,Normal
ACC_N2913,22,2,active,Normal
ACC_N0921,49,13, aCtive ,Normal
ACC_N2550,50,4,active,Normal
ACC_N2773,56,5,Active,Normal
ACC_N0245,55,22,ACTIVE,Normal
ACC_N2362,51,18, aCtive ,Normal
ACC_N1999,40,3,Inactive,Normal
ACC_N2780,39,29,active,Normal
ACC_N0703,28,9,ACTIVE,Normal
ACC_N0538,22,25,Active,Normal
ACC_N1985,23,3, aCtive ,Normal
ACC_N3162,18,23,active,Normal
ACC_N1434,32,3, aCtive ,Normal
ACC_N1753,63,14,Active,Normal
ACC_N1273,26,4,ACTIVE,Normal
ACC_N2333,20,6,Active,Normal
ACC_A0126,34,244,Active,Legitimate_Awakening
ACC_A0297,46,325,active,Legitimate_Awakening
ACC_N2117,49,4,INACTIVE,Normal
ACC_A0063,39,446,Active,Legitimate_Awakening
ACC_N0350,54,28,Active,Normal
ACC_N0901,49,17,ACTIVE,Normal
ACC_N2562,32,2,ACTIVE,Normal
ACC_N0185,61,28, aCtive ,Normal
ACC_N0384,30,23, aCtive ,Normal
ACC_N1460,48,20,active,Normal
ACC_N0592,42,29, aCtive ,Normal
ACC_N0784,51,3,ACTIVE,Normal
ACC_N0182,46,21, aCtive ,Normal
ACC_N0268,40,22,Active,Normal
ACC_N1707,22,22, aCtive ,Normal
ACC_N2518,22,27,inactive,Normal
ACC_N0451,38,1, aCtive ,Normal
ACC_N1864,19,19,active,Normal
ACC_N3362,24,9,Inactive,Normal
ACC_N1811,18,28,active,Normal
ACC_N0934,33,13,Inactive,Normal
ACC_N1236,27,17, aCtive ,Normal
ACC_N3267,54,28, aCtive ,Normal
ACC_N2540,20,23,ACTIVE,Normal
ACC_N1261,31,29,active,Normal
ACC_N0420,60,10,Active,Normal
ACC_N2079,60,23,active,Normal
ACC_N1146,35,3,active,Normal
ACC_N2793,36,8,Inactive,Normal
ACC_A0388,43,191, aCtive ,Legitimate_Awakening
ACC_N0767,18,16,active,Normal
ACC_N2782,43,6,ACTIVE,Normal
ACC_N0986,33,14,Active,Normal
ACC_N1287,47,22, aCtive ,Normal
ACC_N1921,34,1,Active,Normal
ACC_A0202,56,683,ACTIVE,Legitimate_Awakening
ACC_N1307,45,15,Active,Normal
ACC_N0430,38,17,Active,Normal
ACC_N1014,51,6,active,Normal
ACC_N2816,32,26,ACTIVE,Normal
ACC_N2533,19,3,ACTIVE,Normal
ACC_N2774,57,24,ACTIVE,Normal
ACC_N0948,24,12,Active,Normal
ACC_N3014,39,17,inactive,Normal
ACC_N1117,23,3,ACTIVE,Normal
ACC_N1909,23,14,ACTIVE,Normal
ACC_N2378,47,21,ACTIVE,Normal
ACC_N2044,33,21,INACTIVE,Normal
ACC_N3090,53,20,ACTIVE,Normal
ACC_N2665,52,10,Active,Normal
ACC_A0254,58,450,active,Legitimate_Awakening
ACC_N2023,61,9,ACTIVE,Normal
ACC_N1082,21,6,ACTIVE,Normal
ACC_N0678,23,6,active,Normal
ACC_N2046,19,16,ACTIVE,Normal
ACC_N1167,24,10,Active,Normal
ACC_N0296,56,17,Active,Normal
ACC_N1870,63,7,ACTIVE,Normal
ACC_A0363,42,402,Active,Legitimate_Awakening
ACC_A0290,23,560,active,Legitimate_Awakening
ACC_N1015,53,15,ACTIVE,Normal
ACC_N2674,35,17,inactive,Normal
ACC_N2490,54,6,INACTIVE,Normal
ACC_N1819,60,26,Active,Normal
ACC_N3421,24,9,ACTIVE,Normal
ACC_A0133,45,252,active,Legitimate_Awakening
ACC_N1948,22,24,Active,Normal
ACC_N3244,60,22,ACTIVE,Normal
ACC_N3353,35,25, aCtive ,Normal
ACC_N2762,25,7,inactive,Normal
ACC_N2251,45,3,Active,Normal
ACC_N1728,39,11,Active,Normal
ACC_N3385,58,26, aCtive ,Normal
ACC_N2883,50,5, aCtive ,Normal
ACC_N1688,54,12,active,Normal
ACC_M028,32,776,Active,Dormant_Mule
ACC_N1976,47,3, aCtive ,Normal
ACC_N2627,61,27,ACTIVE,Normal
ACC_N1673,31,5,Active,Normal
ACC_N3434,22,22,active,Normal
ACC_N3175,43,17, aCtive ,Normal
ACC_N0494,61,17,Active,Normal
ACC_N0534,53,17,Active,Normal
ACC_N2874,43,1, aCtive ,Normal
ACC_N2219,59,12, aCtive ,Normal
ACC_N0075,25,12, aCtive ,Normal
ACC_N2133,48,25,Active,Normal
ACC_N3457,64,4, aCtive ,Normal
ACC_N0194,34,18, aCtive ,Normal
ACC_N1438,42,20,Active,Normal
ACC_N2293,54,10,Inactive,Normal
ACC_N0989,48,3,active,Normal
ACC_N1772,56,18,ACTIVE,Normal
ACC_A0298,44,525,Active,Legitimate_Awakening
ACC_N1770,36,24,ACTIVE,Normal
ACC_N0547,56,0,active,Normal
ACC_N2960,18,17,active,Normal
ACC_N0129,31,5, aCtive ,Normal
ACC_N0620,57,24,active,Normal
ACC_N0273,22,25, aCtive ,Normal
ACC_N0060,64,23,inactive,Normal
ACC_A0389,52,381, aCtive ,Legitimate_Awakening
ACC_N1234,45,14,Active,Normal
ACC_N0413,57,20,Active,Normal
ACC_A0201,63,537,ACTIVE,Legitimate_Awakening
ACC_N2539,35,15, aCtive ,Normal
ACC_N2745,45,17, aCtive ,Normal
ACC_N1190,41,24,Inactive,Normal
ACC_N1991,49,5, aCtive ,Normal
ACC_N2630,20,7,active,Normal
ACC_N0211,64,14, aCtive ,Normal
ACC_N2146,27,18, aCtive ,Normal
ACC_A0230,31,437, aCtive ,Legitimate_Awakening
ACC_N1824,39,27,inactive,Normal
ACC_N1503,43,26,Active,Normal
ACC_N1311,56,21,active,Normal
ACC_N2458,33,24, aCtive ,Normal
ACC_M045,28,538,active,Dormant_Mule
ACC_A0214,44,498,active,Legitimate_Awakening
ACC_N2552,64,13,active,Normal
ACC_N0892,37,20,ACTIVE,Normal
ACC_N1420,46,3, aCtive ,Normal
ACC_N0419,25,15,Active,Normal
ACC_N3429,33,14,Active,Normal
ACC_N2116,51,28,Active,Normal
ACC_N0854,60,1,Active,Normal
ACC_N1955,26,4, aCtive ,Normal
ACC_N0202,33,26,Active,Normal
ACC_N0306,37,2,active,Normal
ACC_N0492,64,22,ACTIVE,Normal
ACC_A0100,50,672,Active,Legitimate_Awakening
ACC_N0972,32,20,active,Normal
ACC_N1133,54,9,Active,Normal
ACC_N0758,37,17, aCtive ,Normal
ACC_N1885,48,7,active,Normal
ACC_N2022,41,11, aCtive ,Normal
ACC_N0206,34,14,Active,Normal
ACC_A0340,53,427,active,Legitimate_Awakening
ACC_N1583,29,23,active,Normal
ACC_N1530,30,2,active,Normal
ACC_N0159,63,7,Active,Normal
ACC_N1619,25,29,ACTIVE,Normal
ACC_N0172,34,26,ACTIVE,Normal
ACC_N2332,30,8, aCtive ,Normal
ACC_A0397,61,593,ACTIVE,Legitimate_Awakening
ACC_A0260,30,187,Active,Legitimate_Awakening
ACC_N2475,22,10,active,Normal
ACC_N1926,23,6,active,Normal
ACC_N0670,47,14,Active,Normal
ACC_N0918,58,27,active,Normal
ACC_N0475,22,12,ACTIVE,Normal
ACC_A0319,29,401, aCtive ,Legitimate_Awakening
ACC_N0819,56,2,Active,Normal
ACC_N0186,27,29,active,Normal
ACC_N3304,46,5,Inactive,Normal
ACC_N3178,51,25,ACTIVE,Normal
ACC_N3318,53,6,active,Normal
ACC_A0310,57,385,active,Legitimate_Awakening
ACC_N2633,44,25,active,Normal
ACC_N0011,28,25,active,Normal
ACC_N3033,22,15,Active,Normal
ACC_N1270,26,21,ACTIVE,Normal
ACC_N2516,60,1,ACTIVE,Normal
ACC_N1161,54,23, aCtive ,Normal
ACC_N0762,20,6,Active,Normal
ACC_N3373,60,25,ACTIVE,Normal
ACC_N2314,59,24,Active,Normal
ACC_N0140,50,26,Active,Normal
ACC_N2070,59,11,ACTIVE,Normal
ACC_A0262,59,423, aCtive ,Legitimate_Awakening
ACC_A0056,61,477, aCtive ,Legitimate_Awakening
ACC_N2071,60,8, aCtive ,Normal
ACC_N0542,51,13,active,Normal
ACC_A0206,35,300,ACTIVE,Legitimate_Awakening
ACC_N1739,30,21,active,Normal
ACC_N1019,49,7,active,Normal
ACC_N1780,61,18,active,Normal
ACC_N2166,51,14,Active,Normal
ACC_N2111,23,27,Active,Normal
ACC_N1671,54,21,ACTIVE,Normal
ACC_N3025,43,21,ACTIVE,Normal
ACC_N0459,30,22,Active,Normal
ACC_N1558,40,10,Active,Normal
ACC_N0029,55,27,INACTIVE,Normal
ACC_N2534,43,29, aCtive ,Normal
ACC_N0607,59,28, aCtive ,Normal
ACC_N0536,55,1, aCtive ,Normal
ACC_N1366,55,11, aCtive ,Normal
ACC_N2618,44,7, aCtive ,Normal
ACC_N0708,43,19,INACTIVE,Normal
ACC_A0270,22,496,ACTIVE,Legitimate_Awakening
ACC_N3451,37,27,Active,Normal
ACC_A0239,25,592,active,Legitimate_Awakening
ACC_N1407,58,1, aCtive ,Normal
ACC_N2898,19,5,Active,Normal
ACC_M005,40,502,active,Dormant_Mule
ACC_A0253,62,563, aCtive ,Legitimate_Awakening
ACC_N0121,48,1,active,Normal
ACC_N2867,31,27,Active,Normal
ACC_N0442,61,17,ACTIVE,Normal
ACC_N2676,54,20, aCtive ,Normal
ACC_N3306,60,16,Active,Normal
ACC_N1312,48,13,Inactive,Normal
ACC_N2075,53,13,ACTIVE,Normal
ACC_N1023,20,3,active,Normal
ACC_N1290,23,29,ACTIVE,Normal
ACC_N3099,39,3,ACTIVE,Normal
ACC_N2967,24,6,active,Normal
ACC_N2359,33,5,active,Normal
ACC_N0356,52,8,active,Normal
ACC_N0647,49,9,Active,Normal
ACC_N3255,59,20,Inactive,Normal
ACC_N2622,21,10, aCtive ,Normal
ACC_A0288,58,479, aCtive ,Legitimate_Awakening
ACC_N1975,150,21,ACTIVE,Normal
ACC_N0518,30,4,ACTIVE,Normal
ACC_N2112,21,2, aCtive ,Normal
ACC_N0504,54,17,ACTIVE,Normal
ACC_N3142,58,27,active,Normal
ACC_N1193,35,7,Active,Normal
ACC_N0683,39,5, aCtive ,Normal
ACC_N0433,25,22,Active,Normal
ACC_N1188,46,4, aCtive ,Normal
ACC_M056,34,441,Active,Dormant_Mule
ACC_N0539,37,25, aCtive ,Normal
ACC_N3287,42,15,Active,Normal
ACC_N2178,49,28,active,Normal
ACC_N3413,55,14, aCtive ,Normal
ACC_N2126,38,28, aCtive ,Normal
ACC_N1876,52,17, aCtive ,Normal
ACC_N1020,20,21,active,Normal
ACC_A0383,19,379,Active,Legitimate_Awakening
ACC_N1516,29,18,INACTIVE,Normal
ACC_N3330,38,21,Inactive,Normal
ACC_N1241,35,5,active,Normal
ACC_A0344,33,208,ACTIVE,Legitimate_Awakening
ACC_N0180,22,18, aCtive ,Normal
ACC_N2425,25,18,active,Normal
ACC_A0216,31,270,Active,Legitimate_Awakening
ACC_N2302,41,29, aCtive ,Normal
ACC_N2924,30,7,Active,Normal
ACC_N2236,21,25,Inactive,Normal
ACC_N1998,44,22, aCtive ,Normal
ACC_N0139,55,10, aCtive ,Normal
ACC_A0151,61,648,Active,Legitimate_Awakening
ACC_N1391,39,27, aCtive ,Normal
ACC_N1199,42,29,active,Normal
ACC_N3007,43,6,active,Normal
ACC_N0643,44,6,ACTIVE,Normal
ACC_N2979,46,1,active,Normal
ACC_N0305,59,24,Inactive,Normal
ACC_N1476,22,19,Active,Normal
ACC_N2155,35,20,Active,Normal
ACC_N0992,21,18,ACTIVE,Normal
ACC_N3229,33,8,active,Normal
ACC_N0432,55,7,active,Normal
ACC_N1487,48,0,ACTIVE,Normal
ACC_A0155,22,675,ACTIVE,Legitimate_Awakening
ACC_A0197,37,681,Active,Legitimate_Awakening
ACC_N2787,41,28,ACTIVE,Normal
ACC_N2686,47,6,active,Normal
ACC_N1062,26,27,ACTIVE,Normal
ACC_N3130,18,12,ACTIVE,Normal
ACC_N2788,59,4,ACTIVE,Normal
ACC_N0890,54,10,Active,Normal
ACC_N0284,37,1,ACTIVE,Normal
ACC_N0630,33,22, aCtive ,Normal
ACC_N0914,55,14, aCtive ,Normal
ACC_N3261,47,3, aCtive ,Normal
ACC_N0877,60,21,active,Normal
ACC_N2910,50,17,active,Normal
ACC_N0387,49,11,Inactive,Normal
ACC_N1532,150,2, aCtive ,Normal
ACC_N3001,45,17,Active,Normal
ACC_N3199,39,19, aCtive ,Normal
ACC_N2312,24,16, aCtive ,Normal
ACC_N0070,55,1,active,Normal
ACC_N3290,50,0,INACTIVE,Normal
ACC_N1567,62,13,Active,Normal
ACC_N2228,25,27,active,Normal
ACC_N0224,56,4,Active,Normal
ACC_N1281,35,24,INACTIVE,Normal
ACC_N1888,49,9, aCtive ,Normal
ACC_N2778,52,12, aCtive ,Normal
ACC_N3054,63,21,Active,Normal
ACC_N0896,22,9,Active,Normal
ACC_N3147,40,6,active,Normal
ACC_A0360,45,456,active,Legitimate_Awakening
ACC_N1282,48,8,Active,Normal
ACC_N3218,27,7,Active,Normal
ACC_N3474,39,7,inactive,Normal
ACC_N3224,54,7,inactive,Normal
ACC_N1674,36,17, aCtive ,Normal
ACC_N3288,21,16, aCtive ,Normal
ACC_N1877,24,22,inactive,Normal
ACC_N2466,38,19,Active,Normal
ACC_M013,53,683, aCtive ,Dormant_Mule
ACC_N1833,59,16,ACTIVE,Normal
ACC_N2005,27,20,active,Normal
ACC_N3215,42,12, aCtive ,Normal
ACC_N2852,44,4,ACTIVE,Normal
ACC_N2764,48,26,Active,Normal
ACC_A0264,35,202, aCtive ,Legitimate_Awakening
ACC_N2136,55,27,Active,Normal
ACC_N2804,58,29,active,Normal
ACC_N3302,25,11,Active,Normal
ACC_N3480,56,16,ACTIVE,Normal
ACC_N3447,59,20,Active,Normal
ACC_A0083,32,320,ACTIVE,Legitimate_Awakening
ACC_N1813,63,16, aCtive ,Normal
ACC_N3483,21,27,INACTIVE,Normal
ACC_N2500,63,2,ACTIVE,Normal
ACC_N2141,51,7,active,Normal
ACC_N2128,19,29,active,Normal
ACC_N2601,21,20,active,Normal
ACC_N2067,37,21, aCtive ,Normal
ACC_N0300,23,28, aCtive ,Normal
ACC_N2643,22,4,active,Normal
ACC_N3078,54,1,Active,Normal
ACC_N2376,64,25,active,Normal
